all-MiniLM-L6-v2,380.8586983680725
ip-coll,368.30456042289734
cosine,418.659615278244
all-mpnet-base-v2,962.5983679294586
multi-qa-mpnet-base-dot-v1,1240.696147441864
NLTK,404.3629686832428
Spacy,492.0578124523163
STtoken,556.1634771823883
Parent_Child,
Parent_Child_Aug,31251.2556349630775


